energy_retained,coefficients_retained_percent,mse,psnr_db
0.5,0.00152587890625,2360.609180543339,14.400562690805325
0.9,0.03814697265625,995.8737232107009,18.14876087493988
0.95,0.58441162109375,499.83259216025584,21.14255789481923
0.98,2.99224853515625,200.03049797790692,25.11984144735206
0.99,6.134033203125,100.05020662408842,28.128623709880465
